source_timestamp,activity_value,mean,stddev,z_prev,L,lambda_,sigma_ewma,ucl,lcl,drift
2026-09-15 03:48:16+00:00,4.95,4.9272619047619,0.0616122898700961,4.9272619047619,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:49:03+00:00,4.96,4.9272619047619,0.0616122898700961,4.927716666666662,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:50:33+00:00,4.95,4.9272619047619,0.0616122898700961,4.928362333333328,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:50:53+00:00,4.96,4.9272619047619,0.0616122898700961,4.928795086666661,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:51:53+00:00,5.0,4.9272619047619,0.0616122898700961,4.9294191849333275,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:52:59+00:00,4.97,4.9272619047619,0.0616122898700961,4.93083080123466,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:53:55+00:00,4.97,4.9272619047619,0.0616122898700961,4.931614185209967,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:54:45+00:00,4.95,4.9272619047619,0.0616122898700961,4.932381901505768,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:55:04+00:00,4.97,4.9272619047619,0.0616122898700961,4.932734263475653,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:57:51+00:00,4.9,4.9272619047619,0.0616122898700961,4.93347957820614,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:58:54+00:00,4.86,4.9272619047619,0.0616122898700961,4.932809986642017,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 03:59:51+00:00,4.97,4.9272619047619,0.0616122898700961,4.931353786909177,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:00:53+00:00,4.96,4.9272619047619,0.0616122898700961,4.932126711170993,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:01:45+00:00,4.95,4.9272619047619,0.0616122898700961,4.932684176947573,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:03:15+00:00,4.99,4.9272619047619,0.0616122898700961,4.933030493408622,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:03:18+00:00,4.95,4.9272619047619,0.0616122898700961,4.9341698835404495,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:04:42+00:00,4.99,4.9272619047619,0.0616122898700961,4.93448648586964,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:05:24+00:00,4.92,4.9272619047619,0.0616122898700961,4.935596756152248,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:06:13+00:00,4.94,4.9272619047619,0.0616122898700961,4.935284821029202,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:06:56+00:00,5.0,4.9272619047619,0.0616122898700961,4.935379124608618,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:06:57+00:00,4.98,4.9272619047619,0.0616122898700961,4.936671542116445,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:07:55+00:00,5.0,4.9272619047619,0.0616122898700961,4.937538111274115,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:07:55+00:00,4.93,4.9272619047619,0.0616122898700961,4.938787349048632,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:08:43+00:00,4.97,4.9272619047619,0.0616122898700961,4.93861160206766,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:08:56+00:00,4.95,4.9272619047619,0.0616122898700961,4.939239370026306,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:09:39+00:00,4.91,4.9272619047619,0.0616122898700961,4.93945458262578,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:09:52+00:00,4.97,4.9272619047619,0.0616122898700961,4.9388654909732645,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,False
2026-09-15 04:11:03+00:00,4.98,4.9272619047619,0.0616122898700961,4.939488181153799,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:11:06+00:00,4.94,4.9272619047619,0.0616122898700961,4.940298417530723,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:11:55+00:00,4.99,4.9272619047619,0.0616122898700961,4.940292449180109,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:12:12+00:00,4.97,4.9272619047619,0.0616122898700961,4.941286600196507,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:14:36+00:00,4.98,4.9272619047619,0.0616122898700961,4.941860868192577,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:15:23+00:00,4.9,4.9272619047619,0.0616122898700961,4.9426236508287245,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:16:06+00:00,4.98,4.9272619047619,0.0616122898700961,4.94177117781215,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:16:45+00:00,4.91,4.9272619047619,0.0616122898700961,4.942535754255907,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:16:53+00:00,4.96,4.9272619047619,0.0616122898700961,4.941885039170789,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:17:44+00:00,4.99,4.9272619047619,0.0616122898700961,4.942247338387373,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:18:35+00:00,5.0,4.9272619047619,0.0616122898700961,4.943202391619626,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:19:04+00:00,5.01,4.9272619047619,0.0616122898700961,4.944338343787233,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:19:37+00:00,4.96,4.9272619047619,0.0616122898700961,4.945651576911488,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:20:10+00:00,4.99,4.9272619047619,0.0616122898700961,4.945938545373258,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:20:30+00:00,4.95,4.9272619047619,0.0616122898700961,4.9468197744657925,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:21:05+00:00,4.93,4.9272619047619,0.0616122898700961,4.946883378976477,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:21:49+00:00,4.94,4.9272619047619,0.0616122898700961,4.946545711396947,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:24:19+00:00,4.99,4.9272619047619,0.0616122898700961,4.946414797169008,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:27:13+00:00,4.89,4.9272619047619,0.0616122898700961,4.947286501225628,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:43:28+00:00,4.96,4.9272619047619,0.0616122898700961,4.946140771201116,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:44:28+00:00,4.95,4.9272619047619,0.0616122898700961,4.946417955777093,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:45:26+00:00,4.94,4.9272619047619,0.0616122898700961,4.946489596661552,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:47:19+00:00,4.96,4.9272619047619,0.0616122898700961,4.946359804728321,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:47:36+00:00,4.93,4.9272619047619,0.0616122898700961,4.946632608633754,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:53:05+00:00,4.97,4.9272619047619,0.0616122898700961,4.946299956461079,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:54:04+00:00,4.96,4.9272619047619,0.0616122898700961,4.946773957331858,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:54:08+00:00,4.87,4.9272619047619,0.0616122898700961,4.94703847818522,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:54:52+00:00,4.96,4.9272619047619,0.0616122898700961,4.945497708621517,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:55:13+00:00,4.97,4.9272619047619,0.0616122898700961,4.945787754449086,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:56:22+00:00,4.95,4.9272619047619,0.0616122898700961,4.946271999360104,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:56:27+00:00,4.98,4.9272619047619,0.0616122898700961,4.946346559372902,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:57:07+00:00,4.96,4.9272619047619,0.0616122898700961,4.947019628185443,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:58:03+00:00,4.93,4.9272619047619,0.0616122898700961,4.947279235621734,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 04:59:08+00:00,4.94,4.9272619047619,0.0616122898700961,4.946933650909299,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:00:07+00:00,4.97,4.9272619047619,0.0616122898700961,4.946794977891113,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:01:29+00:00,4.96,4.9272619047619,0.0616122898700961,4.947259078333291,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:03:22+00:00,5.01,4.9272619047619,0.0616122898700961,4.947513896766624,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:04:08+00:00,4.99,4.9272619047619,0.0616122898700961,4.948763618831292,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:05:44+00:00,4.97,4.9272619047619,0.0616122898700961,4.949588346454666,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:06:19+00:00,4.89,4.9272619047619,0.0616122898700961,4.949996579525573,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:07:49+00:00,4.97,4.9272619047619,0.0616122898700961,4.948796647935062,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:09:07+00:00,4.94,4.9272619047619,0.0616122898700961,4.94922071497636,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:11:11+00:00,4.96,4.9272619047619,0.0616122898700961,4.949036300676833,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:12:03+00:00,4.95,4.9272619047619,0.0616122898700961,4.9492555746632965,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:12:09+00:00,4.96,4.9272619047619,0.0616122898700961,4.949270463170031,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:13:14+00:00,4.96,4.9272619047619,0.0616122898700961,4.9494850539066295,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:14:31+00:00,4.95,4.9272619047619,0.0616122898700961,4.949695352828496,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:15:09+00:00,4.97,4.9272619047619,0.0616122898700961,4.949701445771926,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
2026-09-15 05:17:15+00:00,4.92,4.9272619047619,0.0616122898700961,4.950107416856488,2,0.02,0.006192268120415867,4.939646441002732,4.914877368521068,True
