TBADatenID,EQUI,LGNR,DATUM,AP,MASTERDAT,FA,MATNR,PERS,STK_GES,STK_NIO,STK_IO,MD1_DREH,MD2_DREH,MD3_DREH,MD4_DREH,PD1_DREH,PD2_DREH,PD3_DREH,PD4_DREH,WUCHTVERS_ANZ,DAUER_PRO_ATL,STATUS,DOK,MD1_ANLIEF_MG,MD1_ANLIEF_G,MD1_AUSLIEF_MG,MD1_AUSLIEF_G,MD2_ANLIEF_MG,MD2_ANLIEF_G,MD2_AUSLIEF_MG,MD2_AUSLIEF_G,MD3_ANLIEF_MG,MD3_ANLIEF_G,MD3_AUSLIEF_MG,MD3_AUSLIEF_G,MD4_ANLIEF_MG,MD4_ANLIEF_G,MD4_AUSLIEF_MG,MD4_AUSLIEF_G,EB1_ANLIEF_MG,EB1_ANLIEF_G,EB1_AUSLIEF_MG,EB1_AUSLIEF_G,EB2_ANLIEF_MG,EB2_ANLIEF_G,EB2_AUSLIEF_MG,EB2_AUSLIEF_G,PD1_ANLIEF_1_MV,PD1_ANLIEF_1_G,PD1_AUSLIEF_1_MV,PD1_AUSLIEF_1_G,PD2_ANLIEF_1_MV,PD2_ANLIEF_1_G,PD2_AUSLIEF_1_MV,PD2_AUSLIEF_1_G,PD3_ANLIEF_1_MV,PD3_ANLIEF_1_G,PD3_AUSLIEF_1_MV,PD3_AUSLIEF_1_G,PD4_ANLIEF_1_MV,PD4_ANLIEF_1_G,PD4_AUSLIEF_1_MV,PD4_AUSLIEF_1_G,ARBEITSGANG,KALI_LADER,OEL_DURCHFLUSS,OEL_DRUCK,OEL_TEMPERATUR,PF_SET,PF_TORQUE,PF_ANGLE,SPANN_DRUCK,Gesamtdurchlaufzeit,System
5027226,1,0020007910431251065004261442647A,2026-06-07 05:56:12,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:09,1002,503,"62,46     ",153,"9,18      ",154,"28,02     ",162,"6,43      ",280,0         ,0,0         ,0,0,0,0,0,"17,54     ",260,0         ,0,"15,98     ",237,0         ,0,"3,11      ",17,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,37      ","4,97      ","47,28     ",14,"4,09      ",94,"65,03     ",1:47      ,3
5032558,1,0020007910431251065004261442670A,2026-06-09 05:14:45,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:05,1002,503,"43,8      ",98,"8,52      ",168,"28,21     ",56,"4,31      ",159,0         ,0,0         ,0,0,0,0,0,"21,27     ",158,0         ,0,"10,7      ",250,0         ,0,"1,67      ",175,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,42      ",5         ,"46,41     ",14,"4,04      ",93,"65,01     ",2:36      ,3
5093193,1,0020007910431251065004261442978B,2026-06-27 07:03:14,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:00,1002,503,"12,49     ",158,"3,95      ",334,"11,83     ",150,"0,36      ",153,0         ,0,0         ,0,0,0,0,0,"18,85     ",125,0         ,0,"1,77      ",327,0         ,0,"3,45      ",311,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,38      ","4,96      ","46,46     ",3,"4,78      ",93,"65,03     ",4:45      ,3
5093245,1,0020007910431251065004261443011B,2026-06-27 07:24:49,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:07,1002,503,"8,26      ",281,"1,98      ",58,"5,28      ",279,"0,65      ",81,0         ,0,0         ,0,0,0,0,0,"9,09      ",261,0         ,0,"1,72      ",182,0         ,0,"4,89      ",126,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,38      ","4,97      ","46,46     ",3,"4,3       ",93,"65,12     ",1:38      ,3
5089755,1,0020007910431251065004261443193C,2026-06-26 07:07:25,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:06,1002,503,"21,43     ",198,"3,46      ",266,"8,1       ",198,"0,83      ",296,0         ,0,0         ,0,0,0,0,0,"12,36     ",181,0         ,0,"5,46      ",142,0         ,0,"1,95      ",231,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,37      ","4,98      ","46,35     ",3,"5,02      ",93,"65,03     ",1:37      ,3
5034084,1,0020007910431251065004261443288C,2026-06-09 14:39:16,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:11,1002,503,"31,7      ",277,"15,48     ",61,"20,21     ",252,"7,45      ",39,0         ,0,0         ,0,0,0,0,0,"13,51     ",356,0         ,0,"3,08      ",60,0         ,0,"2,34      ",123,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,34      ","5,03      ","44,84     ",14,"3,88      ",94,"65,17     ",1:42      ,3
5033789,1,0020007910431251065004261443293C,2026-06-09 13:11:01,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:14,1002,503,"65,83     ",37,"5,56      ",121,"38,35     ",28,"1,8       ",213,0         ,0,0         ,0,0,0,0,0,"26,33     ",131,0         ,0,"11,09     ",128,0         ,0,"4,52      ",246,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,45      ","4,99      ","45,13     ",14,"4,49      ",94,"64,85     ",2:45      ,3
5027224,1,0020007910431251065004261448029A,2026-06-07 05:54:24,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,3:03,1002,503,"60,75     ",169,"6,73      ",58,"31,97     ",148,"3,73      ",49,0         ,0,0         ,0,0,0,0,0,"22,45     ",249,0         ,0,"12,12     ",283,0         ,0,"1,84      ",288,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,49      ",5         ,"45,34     ",14,"4,27      ",94,"65,06     ",3:34      ,3
5021825,1,0020007910431251065004261448107A,2026-06-05 20:55:24,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:22,1002,503,"38,1      ",26,"9,44      ",157,"10,67     ",350,"3,83      ",208,0         ,0,0         ,0,0,0,0,0,"7,37      ",78,0         ,0,"14,06     ",134,0         ,0,"2,36      ",340,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,47      ","4,92      ","45,16     ",14,"4,26      ",93,"64,87     ",1:53      ,3
5089760,1,0020007910431251065004261448886B,2026-06-26 07:09:12,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,"54,94     ",223,"1,91      ",7,"32,04     ",232,"1,94      ",353,0         ,0,0         ,0,0,0,0,0,"48,64     ",215,0         ,0,"17,12     ",153,0         ,0,"1,84      ",109,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,42      ","4,99      ","46,41     ",3,"4,48      ",93,"64,88     ",1:46      ,3
5089408,1,0020007910431251065004261449188C,2026-06-26 04:58:01,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:12,1002,503,"53,18     ",355,"11,22     ",7,"19,62     ",1,"1,58      ",168,0         ,0,0         ,0,0,0,0,0,"25,5      ",346,0         ,0,"22,84     ",314,0         ,0,"2,53      ",351,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,32      ","4,98      ","46,87     ",3,"4,64      ",93,"65,03     ",1:43      ,3
5032542,1,0020007910431251065004261449284C,2026-06-09 05:09:11,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:12,1002,503,"16,59     ",169,"6,61      ",248,"16,26     ",162,"4,88      ",208,0         ,0,0         ,0,0,0,0,0,"11,22     ",270,0         ,0,"3,02      ",116,0         ,0,"4,13      ",301,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,42      ","4,93      ","45,63     ",14,"4,64      ",94,"65,03     ",1:43      ,3
5035125,1,0020007910431251065004261450115A,2026-06-09 20:51:30,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:17,1002,503,"74,66     ",119,"17,25     ",150,"50,49     ",115,"8,04      ",179,0         ,0,0         ,0,0,0,0,0,"34,29     ",217,0         ,0,"6,83      ",219,0         ,0,"2,75      ",159,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,43      ","4,97      ","46,2      ",14,"4,6       ",94,"65,03     ",1:49      ,3
5035012,1,0020007910431251065004261453516A,2026-06-09 20:10:36,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,4,3:47,1002,503,"35,43     ",1,"9,44      ",43,"23,18     ",30,"4,69      ",39,0         ,0,0         ,0,0,0,0,0,"14,27     ",136,0         ,0,"10,43     ",43,0         ,0,"2,97      ",84,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,28      ","4,93      ","46,46     ",14,"4,56      ",94,"65,03     ",4:18      ,3
5034647,1,0020007910431251065004261453599A,2026-06-09 17:49:52,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:19,1002,503,"77,37     ",284,"25,48     ",309,"65,72     ",271,"9,61      ",322,0         ,0,0         ,0,0,0,0,0,"44,85     ",18,0         ,0,"2,48      ",117,0         ,0,"5,54      ",322,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,58      ","4,87      ","45,16     ",14,"4,58      ",94,"64,88     ",1:56      ,3
5035198,1,0020007910431251065004261453605A,2026-06-09 21:19:25,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,"32,09     ",261,"3,32      ",13,"8,52      ",258,"1,74      ",34,0         ,0,0         ,0,0,0,0,0,"5,78      ",356,0         ,0,"9,61      ",351,0         ,0,"2,18      ",49,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,34      ","4,97      ","46,33     ",14,"3,94      ",94,"64,98     ",1:51      ,3
5035188,1,0020007910431251065004261453658A,2026-06-09 21:17:34,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,1:59,1002,503,"17,41     ",13,2         ,84,"15,77     ",316,"1,54      ",296,0         ,0,0         ,0,0,0,0,0,"11,25     ",63,0         ,0,"6,32      ",189,0         ,0,"1,49      ",137,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,55      ","4,94      ","46,41     ",14,"3,7       ",94,"65,03     ",1:57      ,3
5027475,1,0020007910431251065004261459790A,2026-06-07 08:09:02,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:11,1002,503,"22,13     ",350,"9,75      ",189,"14,3      ",5,"4,99      ",166,0         ,0,0         ,0,0,0,0,0,"8,16      ",109,0         ,0,"4,44      ",48,0         ,0,"4,51      ",302,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,48      ","4,89      ","44,73     ",14,"3,75      ",94,"65,08     ",1:56      ,3
5038694,1,0020007910431251065004261462102B,2026-06-10 19:08:03,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:12,1002,503,"18,33     ",52,"7,95      ",161,"20,04     ",45,"4,47      ",137,0         ,0,0         ,0,0,0,0,0,"14,08     ",148,0         ,0,"4,2       ",328,0         ,0,"1,49      ",95,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,41      ","5,02      ","45,92     ",14,"3,77      ",94,"65,08     ",2:48      ,3
5039194,1,0020007910431251065004261464474A,2026-06-10 21:52:12,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,3:03,1002,503,"68,94     ",302,"10,11     ",2,"55,8      ",307,"5,84      ",357,0         ,0,0         ,0,0,0,0,0,"32,29     ",66,0         ,0,"5,82      ",333,0         ,0,"2,15      ",57,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,52      ","4,92      ",46        ,14,"3,84      ",94,"64,92     ",3:34      ,3
5038626,1,0020007910431251065004261464480A,2026-06-10 18:42:53,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,1:59,1002,503,35        ,130,"14,12     ",89,"25,6      ",114,"5,48      ",89,0         ,0,0         ,0,0,0,0,0,"17,2      ",217,0         ,0,"1,97      ",267,0         ,0,"1,14      ",259,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,38      ","4,99      ","46,29     ",14,"4,26      ",94,"64,88     ",2:31      ,3
5089594,1,0020007910431251065004261473726B,2026-06-26 06:01:14,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,1:59,1002,503,"43,92     ",165,"8,65      ",252,"12,62     ",158,"0,93      ",229,0         ,0,0         ,0,0,0,0,0,"13,41     ",140,0         ,0,"19,11     ",128,0         ,0,"1,23      ",339,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,45      ","4,99      ","46,64     ",3,"4,49      ",93,"65,02     ",2:30      ,3
5092942,1,0020007910431251065004261476069C,2026-06-27 04:55:14,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:06,1002,503,"44,16     ",53,"14,27     ",126,"23,07     ",42,"4,94      ",119,0         ,0,0         ,0,0,0,0,0,"32,33     ",17,0         ,0,"10,35     ",12,0         ,0,"1,68      ",319,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,32      ","4,99      ","46,99     ",3,"5,25      ",93,"65,03     ",1:37      ,3
5092945,1,0020007910431251065004261485891C,2026-06-27 04:58:34,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,2:44,1002,503,"58,58     ",32,"4,12      ",107,"30,29     ",25,"1,04      ",52,0         ,0,0         ,0,0,0,0,0,"42,61     ",4,0         ,0,"16,74     ",350,0         ,0,"4,04      ",245,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,34      ","4,95      ","47,01     ",3,"4,47      ",94,"65,03     ",3:19      ,3
5033811,1,0020007910431251065004261486034C,2026-06-09 13:15:32,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:10,1002,503,"29,57     ",52,"8,59      ",266,"31,34     ",38,"3,19      ",268,0         ,0,0         ,0,0,0,0,0,"21,72     ",144,0         ,0,"5,45      ",320,0         ,0,"7,42      ",162,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,53      ","4,95      ","45,16     ",14,"4,93      ",94,"65,03     ",2:41      ,3
5019758,1,0020007910431251065004261486890C,2026-06-05 07:28:19,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:04,1002,503,"46,36     ",242,"2,14      ",277,"32,54     ",239,"1,82      ",294,0         ,0,0         ,0,0,0,0,0,"21,13     ",342,0         ,0,"4,98      ",300,0         ,0,"3,24      ",285,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,41      ","4,98      ","45,19     ",14,"4,67      ",94,"64,91     ",2:35      ,3
5019532,1,0020007910431251065004261486893C,2026-06-05 04:54:03,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:11,1002,503,"24,48     ",201,"4,61      ",318,"1,17      ",298,"2,78      ",358,0         ,0,0         ,0,0,0,0,0,"1,06      ",122,0         ,0,"12,25     ",288,0         ,0,"1,23      ",349,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,46      ","4,98      ","44,73     ",14,"4,75      ",94,"65,07     ",1:42      ,3
5098245,1,0020007910431251065004261496935C,2026-06-29 01:07:55,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,48        ,127,"16,47     ",211,"29,59     ",130,"4,23      ",173,0         ,0,0         ,0,0,0,0,0,"45,16     ",110,0         ,0,"12,23     ",53,0         ,0,"1,94      ",43,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,41      ","4,96      ","45,68     ",3,"4,34      ",93,"64,89     ",1:44      ,3
5019544,1,0020007910431251065004261497203A,2026-06-05 05:01:35,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:11,1002,503,"29,7      ",58,"10,07     ",205,"14,76     ",90,"6,57      ",185,0         ,0,0         ,0,0,0,0,0,"9,08      ",192,0         ,0,"8,66      ",116,0         ,0,3         ,155,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,66      ","4,93      ","45,34     ",14,"4,75      ",94,"64,93     ",1:42      ,3
5020527,1,0020007910431251065004261497206A,2026-06-05 12:34:54,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,3:07,1002,503,"72,3      ",184,"16,77     ",265,"41,43     ",201,"4,51      ",271,0         ,0,0         ,0,0,0,0,0,"24,78     ",310,0         ,0,"19,83     ",251,0         ,0,"4,62      ",44,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,51      ","4,93      ","44,96     ",14,"4,55      ",93,"64,95     ",4:20      ,3
5021249,1,0020007910431251065004261497250A,2026-06-05 17:31:48,304212, , ,104319220151,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,"41,73     ",314,"3,15      ",292,"31,66     ",314,"2,82      ",338,0         ,0,0         ,0,0,0,0,0,"20,81     ",58,0         ,0,"3,93      ",349,0         ,0,"3,93      ",346,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,45      ","4,93      ","45,39     ",14,"4,56      ",93,"64,84     ",2:18      ,3
5034653,1,0020007910431251065004261497356C,2026-06-09 17:51:47,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:14,1002,503,"65,03     ",100,"9,29      ",128,"36,94     ",69,"3,56      ",134,0         ,0,0         ,0,0,0,0,0,"26,04     ",170,0         ,0,"14,1      ",229,0         ,0,"4,12      ",59,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,33      ","4,99      ","46,41     ",14,"3,83      ",94,"65,03     ",1:56      ,3
5034639,1,0020007910431251065004261497426C,2026-06-09 17:47:56,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,4,3:45,1002,503,"42,43     ",34,"8,59      ",53,"29,56     ",22,"5,57      ",18,0         ,0,0         ,0,0,0,0,0,"19,62     ",125,0         ,0,"2,8       ",128,0         ,0,"5,09      ",17,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,47      ","4,93      ","44,87     ",14,"3,7       ",94,"65,03     ",4:16      ,3
5018402,1,0020007910431251065004261497896C,2026-06-04 20:58:25,304212, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,3:05,1002,503,"70,6      ",248,"15,41     ",337,"39,11     ",232,"5,57      ",325,0         ,0,0         ,0,0,0,0,0,"25,67     ",335,0         ,0,"13,22     ",356,0         ,0,"1,01      ",184,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,54      ","4,86      ","44,73     ",14,"4,24      ",93,"64,88     ",3:37      ,3
5096093,1,0020007910431251065004261592020C,2026-06-28 05:03:12,314116, , ,104319220140,0,0,0,0,57000,110000,0,0,120000,0,0,0,3,2:56,1002,503,"58,07     ",30,3         ,169,"25,41     ",22,"0,25      ",171,0         ,0,0         ,0,0,0,0,0,"34,9      ",360,0         ,0,"17,79     ",353,0         ,0,"1,62      ",38,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,23      ","4,97      ","45,77     ",3,"4,64      ",93,"64,9      ",3:27      ,3
5026653,1,0020007910431251065202260962035B,2026-06-07 02:16:49,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,0,0:16,1002,503,0         ,0,"35,89     ",357,0         ,0,"13,24     ",22,0         ,0,0         ,0,0,0,0,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,2       ","5,03      ","45,19     ",3,"4,44      ",93,"65,53     ",0:47      ,3
5026659,1,0020007910431251065202261320263B,2026-06-07 02:17:51,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,0,0:16,1002,503,0         ,0,"34,66     ",80,0         ,0,"23,57     ",56,0         ,0,0         ,0,0,0,0,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,14      ","4,91      ","45,13     ",3,"4,55      ",93,"65,46     ",1:02      ,3
5019927,1,0020007910431251065202261331471A,2026-06-05 08:37:48,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,"15,93     ",110,"6,27      ",191,"3,02      ",88,"0,81      ",153,0         ,0,0         ,0,0,0,0,0,3         ,71,0         ,0,"6,63      ",65,0         ,0,"5,57      ",320,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,23      ","4,94      ","44,9      ",3,"4,11      ",93,"64,97     ",5:15      ,3
5051730,1,0020007910431251065202261343313B,2026-06-14 07:48:15,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,2,2:35,1002,503,"64,12     ",338,"9,22      ",49,"30,04     ",325,"1,52      ",25,0         ,0,0         ,0,0,0,0,0,"48,75     ",305,0         ,0,"15,62     ",297,0         ,0,"5,36      ",245,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,28      ","4,84      ","45,1      ",3,"3,68      ",94,"65,03     ",4:27      ,3
5085234,1,0020007910431251065202261354529A,2026-06-25 00:05:41,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:13,1002,503,"41,71     ",141,"18,96     ",163,"21,11     ",105,"5,87      ",121,0         ,0,0         ,0,0,0,0,0,"34,95     ",86,0         ,0,"9,83      ",110,0         ,0,"1,47      ",359,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,38      ","4,96      ","45,1      ",3,"4,18      ",93,"64,88     ",1:44      ,3
5083369,1,0020007910431251065202261354887B,2026-06-24 11:36:29,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:23,1002,503,"58,3      ",308,"14,15     ",352,"40,36     ",293,"5,66      ",321,0         ,0,0         ,0,0,0,0,0,"66,48     ",276,0         ,0,"7,89      ",245,0         ,0,"4,2       ",159,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,3       ","4,95      ","45,19     ",3,"4,23      ",93,"64,88     ",1:54      ,3
5085073,1,0020007910431251065202261354907B,2026-06-24 22:59:27,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,0,0:16,1002,503,0         ,0,"44,44     ",235,0         ,0,"27,26     ",245,0         ,0,0         ,0,0,0,0,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,26      ","4,97      ","45,16     ",3,"4,2       ",93,"65,43     ",11:54     ,3
5083560,1,0020007910431251065202261354911B,2026-06-24 12:51:02,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,1,1:14,1002,503,"29,31     ",169,"11,15     ",200,"16,65     ",154,"5,32      ",155,0         ,0,0         ,0,0,0,0,0,"26,38     ",135,0         ,0,"5,43      ",108,0         ,0,"6,13      ",104,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,39      ","4,96      ","45,54     ",3,"4,31      ",93,"64,92     ",1:45      ,3
5083901,1,0020007910431251065202261354942B,2026-06-24 15:01:50,314116, , ,104319220141,0,0,0,0,57000,110000,0,0,120000,0,0,0,0,0:16,1002,503,0         ,0,"22,96     ",139,0         ,0,"11,37     ",167,0         ,0,0         ,0,0,0,0,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0         ,0,0,0,0,0,0,0,0,0,0,0,0,0,UCX31_x0001_|_x0007_:, ,"1,26      ","4,97      ","45,13     ",3,"3,82      ",93,"65,53     ",4:17      ,3
